Athlete,Closing Ceremony Date,Country,Sport,Year,Age,Bronze Medals,Gold Medals,Silver Medals,Total Medals
Tania Di Mario,29-08-2004,Italy,Waterpolo,2004,25,0,1,0,1
Chen Yanqing,29-08-2004,China,Weightlifting,2004,25,0,1,0,1
Tang Gonghong,29-08-2004,China,Weightlifting,2004,25,0,1,0,1
Pawina Thongsuk,29-08-2004,Thailand,Weightlifting,2004,25,0,1,0,1
Félix Sánchez,29-08-2004,Dominican Republic,Athletics,2004,26,0,1,0,1
Mizuki Noguchi,29-08-2004,Japan,Athletics,2004,26,0,1,0,1
Dwight Phillips,29-08-2004,United States,Athletics,2004,26,0,1,0,1
Zhang Jun,29-08-2004,China,Badminton,2004,26,0,1,0,1
Jonder Martínez,29-08-2004,Cuba,Baseball,2004,26,0,1,0,1
Leonardo Gutiérrez,29-08-2004,Argentina,Basketball,2004,26,0,1,0,1
Tony Estanguet,29-08-2004,France,Canoeing,2004,26,0,1,0,1
Katrin Wagner-Augustin,29-08-2004,Germany,Canoeing,2004,26,0,1,0,1
Maike Nollen,29-08-2004,Germany,Canoeing,2004,26,0,1,0,1
Zoltán Kammerer,29-08-2004,Hungary,Canoeing,2004,26,0,1,0,1
Ákos Vereckei,29-08-2004,Hungary,Canoeing,2004,26,0,1,0,1
Stephen Wooldridge,29-08-2004,Australia,Cycling,2004,26,0,1,0,1
Julien Pillet,29-08-2004,France,Fencing,2004,26,0,1,0,1
Marcel Fischer,29-08-2004,Switzerland,Fencing,2004,26,0,1,0,1
Gabriel Heinze,29-08-2004,Argentina,Football,2004,26,0,1,0,1
Angela Hucles,29-08-2004,United States,Football,2004,26,0,1,0,1
Cindy Parlow,29-08-2004,United States,Football,2004,26,0,1,0,1
Heather Mitts,29-08-2004,United States,Football,2004,26,0,1,0,1
Igor Cassina,29-08-2004,Italy,Gymnastics,2004,26,0,1,0,1
Valeriy Honcharov,29-08-2004,Ukraine,Gymnastics,2004,26,0,1,0,1
Davor Dominikovic,29-08-2004,Croatia,Handball,2004,26,0,1,0,1
Karen Brødsgaard,29-08-2004,Denmark,Handball,2004,26,0,1,0,1
Karin Mortensen,29-08-2004,Denmark,Handball,2004,26,0,1,0,1
Katrine Fruelund,29-08-2004,Denmark,Handball,2004,26,0,1,0,1
Line Daugaard,29-08-2004,Denmark,Handball,2004,26,0,1,0,1
Matt Wells,29-08-2004,Australia,Hockey,2004,26,0,1,0,1
Michael McCann,29-08-2004,Australia,Hockey,2004,26,0,1,0,1
Troy Elder,29-08-2004,Australia,Hockey,2004,26,0,1,0,1
Caroline Casaretto,29-08-2004,Germany,Hockey,2004,26,0,1,0,1
Tina Bachmann,29-08-2004,Germany,Hockey,2004,26,0,1,0,1
Masato Uchishiba,29-08-2004,Japan,Judo,2004,26,0,1,0,1
Adrien Hardy,29-08-2004,France,Rowing,2004,26,0,1,0,1
Jason Read,29-08-2004,United States,Rowing,2004,26,0,1,0,1
Faustine Merret,29-08-2004,France,Sailing,2004,26,0,1,0,1
Sofia Bekatorou,29-08-2004,Greece,Sailing,2004,26,0,1,0,1
Crystl Bustos,29-08-2004,United States,Softball,2004,26,0,1,0,1
Stacey Nuveman,29-08-2004,United States,Softball,2004,26,0,1,0,1
Ryk Neethling,29-08-2004,South Africa,Swimming,2004,26,0,1,0,1
Yuriy Nikitin,29-08-2004,Ukraine,Trampoline,2004,26,0,1,0,1
Wang Lina,29-08-2004,China,Volleyball,2004,26,0,1,0,1
Gergo Kiss,29-08-2004,Hungary,Waterpolo,2004,26,0,1,0,1
Zoltán Szécsi,29-08-2004,Hungary,Waterpolo,2004,26,0,1,0,1
Emanuela Zanchi,29-08-2004,Italy,Waterpolo,2004,26,0,1,0,1
Hossein Reza Zadeh,29-08-2004,Iran,Weightlifting,2004,26,0,1,0,1
Ivano Brugnetti,29-08-2004,Italy,Athletics,2004,27,0,1,0,1
Joanna Hayes,29-08-2004,United States,Athletics,2004,27,0,1,0,1
Gabriel Fernández,29-08-2004,Argentina,Basketball,2004,27,0,1,0,1
Manu Ginóbili,29-08-2004,Argentina,Basketball,2004,27,0,1,0,1
Pepe Sánchez,29-08-2004,Argentina,Basketball,2004,27,0,1,0,1
Misty May-Treanor,29-08-2004,United States,Beach Volleyball,2004,27,0,1,0,1
Gaydarbek Gaydarbekov,29-08-2004,Russia,Boxing,2004,27,0,1,0,1
Meng Guanliang,29-08-2004,China,Canoeing,2004,27,0,1,0,1
Markus Oscarsson,29-08-2004,Sweden,Canoeing,2004,27,0,1,0,1
Luke Roberts,29-08-2004,Australia,Cycling,2004,27,0,1,0,1
Jérôme Jeannet,29-08-2004,France,Fencing,2004,27,0,1,0,1
Kate Sobrero-Markgraf,29-08-2004,United States,Football,2004,27,0,1,0,1
Shannon Boxx,29-08-2004,United States,Football,2004,27,0,1,0,1
Dimosthenis Tambakos,29-08-2004,Greece,Gymnastics,2004,27,0,1,0,1
Naoya Tsukahara,29-08-2004,Japan,Gymnastics,2004,27,0,1,0,1
Mirza Džomba,29-08-2004,Croatia,Handball,2004,27,0,1,0,1
Petar Metlicic,29-08-2004,Croatia,Handball,2004,27,0,1,0,1
Bevan George,29-08-2004,Australia,Hockey,2004,27,0,1,0,1
Dean Butler,29-08-2004,Australia,Hockey,2004,27,0,1,0,1
Stephen Mowlam,29-08-2004,Australia,Hockey,2004,27,0,1,0,1
Badri Latif,29-08-2004,Germany,Hockey,2004,27,0,1,0,1
Marion Rodewald,29-08-2004,Germany,Hockey,2004,27,0,1,0,1
Natascha Keller,29-08-2004,Germany,Hockey,2004,27,0,1,0,1
Zsuzsa Voros,29-08-2004,Hungary,Modern Pentathlon,2004,27,0,1,0,1
Sébastien Vielledent,29-08-2004,France,Rowing,2004,27,0,1,0,1
Meike Evers,29-08-2004,Germany,Rowing,2004,27,0,1,0,1
Bryan Volpenhein,29-08-2004,United States,Rowing,2004,27,0,1,0,1
Ben Ainslie,29-08-2004,Great Britain,Sailing,2004,27,0,1,0,1
Sarah Webb,29-08-2004,Great Britain,Sailing,2004,27,0,1,0,1
Iker Martínez,29-08-2004,Spain,Sailing,2004,27,0,1,0,1
Xavier Fernández,29-08-2004,Spain,Sailing,2004,27,0,1,0,1
Sarah Ryan,29-08-2004,Australia,Swimming,2004,27,0,1,0,1
Mun Dae-Seong,29-08-2004,South Korea,Taekwondo,2004,27,0,1,0,1
Giba,29-08-2004,Brazil,Volleyball,2004,27,0,1,0,1
István Gergely,29-08-2004,Hungary,Waterpolo,2004,27,0,1,0,1
Cinzia Ragusa,29-08-2004,Italy,Waterpolo,2004,27,0,1,0,1
Jang Yong-Ho,29-08-2004,South Korea,Archery,2004,28,0,1,0,1
Park Gyeong-Mo,29-08-2004,South Korea,Archery,2004,28,0,1,0,1
Tonique Williams-Darling,29-08-2004,Bahamas,Athletics,2004,28,0,1,0,1
Françoise Mbango,29-08-2004,Cameroon,Athletics,2004,28,0,1,0,1
Jason Gardener,29-08-2004,Great Britain,Athletics,2004,28,0,1,0,1
Marlon Devonish,29-08-2004,Great Britain,Athletics,2004,28,0,1,0,1
Tayna Lawrence,29-08-2004,Jamaica,Athletics,2004,28,0,1,0,1
Stefan Holm,29-08-2004,Sweden,Athletics,2004,28,0,1,0,1
Monique Hennagan,29-08-2004,United States,Athletics,2004,28,0,1,0,1
Kim Dong-Mun,29-08-2004,South Korea,Badminton,2004,28,0,1,0,1
Osmani Urrutia,29-08-2004,Cuba,Baseball,2004,28,0,1,0,1
Christian Gille,29-08-2004,Germany,Canoeing,2004,28,0,1,0,1
Henrik Nilsson,29-08-2004,Sweden,Canoeing,2004,28,0,1,0,1
Chris Hoy,29-08-2004,Great Britain,Cycling,2004,28,0,1,0,1
Sarah Ulmer,29-08-2004,New Zealand,Cycling,2004,28,0,1,0,1
Nikolaos Siranidis,29-08-2004,Greece,Diving,2004,28,0,1,0,1
McLain Ward,29-08-2004,United States,Equestrian,2004,28,0,1,0,1
Venio Losert,29-08-2004,Croatia,Handball,2004,28,0,1,0,1
Kristine Andersen,29-08-2004,Denmark,Handball,2004,28,0,1,0,1
Mette Vestergaard,29-08-2004,Denmark,Handball,2004,28,0,1,0,1
Rikke Hørlykke,29-08-2004,Denmark,Handball,2004,28,0,1,0,1
Brent Livermore,29-08-2004,Australia,Hockey,2004,28,0,1,0,1
Michael Brennan,29-08-2004,Australia,Hockey,2004,28,0,1,0,1
Franziska Gude,29-08-2004,Germany,Hockey,2004,28,0,1,0,1
Julia Zwehl,29-08-2004,Germany,Hockey,2004,28,0,1,0,1
Xian Dongmei,29-08-2004,China,Judo,2004,28,0,1,0,1
Noriko Anno,29-08-2004,Japan,Judo,2004,28,0,1,0,1
Ryoko Tamura-Tani,29-08-2004,Japan,Judo,2004,28,0,1,0,1
Kerstin Kowalski-El-Qalqili,29-08-2004,Germany,Rowing,2004,28,0,1,0,1
Steve Williams,29-08-2004,Great Britain,Rowing,2004,28,0,1,0,1
Olaf Tufte,29-08-2004,Norway,Rowing,2004,28,0,1,0,1
Chris Ahrens,29-08-2004,United States,Rowing,2004,28,0,1,0,1
Gal Fridman,29-08-2004,Israel,Sailing,2004,28,0,1,0,1
Lenny Krayzelburg,29-08-2004,United States,Swimming,2004,28,0,1,0,1
Hadi Saei,29-08-2004,Iran,Taekwondo,2004,28,0,1,0,1
André Heller,29-08-2004,Brazil,Volleyball,2004,28,0,1,0,1
Escadinha,29-08-2004,Brazil,Volleyball,2004,28,0,1,0,1
Gustavo,29-08-2004,Brazil,Volleyball,2004,28,0,1,0,1
Ricardinho,29-08-2004,Brazil,Volleyball,2004,28,0,1,0,1
Chen Jing,29-08-2004,China,Volleyball,2004,28,0,1,0,1
Zhang Yuehong,29-08-2004,China,Volleyball,2004,28,0,1,0,1
Attila Vári,29-08-2004,Hungary,Waterpolo,2004,28,0,1,0,1
Barnabás Steinmetz,29-08-2004,Hungary,Waterpolo,2004,28,0,1,0,1
Péter Biros,29-08-2004,Hungary,Waterpolo,2004,28,0,1,0,1
Rajmund Fodor,29-08-2004,Hungary,Waterpolo,2004,28,0,1,0,1
Tamás Kásás,29-08-2004,Hungary,Waterpolo,2004,28,0,1,0,1
Maddalena Musumeci,29-08-2004,Italy,Waterpolo,2004,28,0,1,0,1
Noémi Tóth,29-08-2004,Italy,Waterpolo,2004,28,0,1,0,1
Giorgi Asanidze,29-08-2004,Georgia,Weightlifting,2004,28,0,1,0,1
Yumileidi Cumbá,29-08-2004,Cuba,Athletics,2004,29,0,1,0,1
Roman Šebrle,29-08-2004,Czech Republic,Athletics,2004,29,0,1,0,1
Koji Murofushi,29-08-2004,Japan,Athletics,2004,29,0,1,0,1
Zhang Ning,29-08-2004,China,Badminton,2004,29,0,1,0,1
Ha Tae-Gwon,29-08-2004,South Korea,Badminton,2004,29,0,1,0,1
Eriel Sánchez,29-08-2004,Cuba,Baseball,2004,29,0,1,0,1
Manuel Vega,29-08-2004,Cuba,Baseball,2004,29,0,1,0,1
Shannon Johnson,29-08-2004,United States,Basketball,2004,29,0,1,0,1
Tina Thompson,29-08-2004,United States,Basketball,2004,29,0,1,0,1
Ricardo,29-08-2004,Brazil,Beach Volleyball,2004,29,0,1,0,1
Botond Storcz,29-08-2004,Hungary,Canoeing,2004,29,0,1,0,1
Thomas Bimis,29-08-2004,Greece,Diving,2004,29,0,1,0,1
Damien Touya,29-08-2004,France,Fencing,2004,29,0,1,0,1
Karina Aznavuryan,29-08-2004,Russia,Fencing,2004,29,0,1,0,1
Christie Pearce-Rampone,29-08-2004,United States,Football,2004,29,0,1,0,1
Camilla Thomsen,29-08-2004,Denmark,Handball,2004,29,0,1,0,1
Lotte Kiærskou,29-08-2004,Denmark,Handball,2004,29,0,1,0,1
Rikke Petersen-Schmidt,29-08-2004,Denmark,Handball,2004,29,0,1,0,1
Tadahiro Nomura,29-08-2004,Japan,Judo,2004,29,0,1,0,1
Drew Ginn,29-08-2004,Australia,Rowing,2004,29,0,1,0,1
Katrin Rutschow-Stomporowski,29-08-2004,Germany,Rowing,2004,29,0,1,0,1
Ed Coode,29-08-2004,Great Britain,Rowing,2004,29,0,1,0,1
Aurica Chirita-Barascu,29-08-2004,Romania,Rowing,2004,29,0,1,0,1
Liliana Gafencu,29-08-2004,Romania,Rowing,2004,29,0,1,0,1
Dan Beery,29-08-2004,United States,Rowing,2004,29,0,1,0,1
Aleksey Alipov,29-08-2004,Russia,Shooting,2004,29,0,1,0,1
Laura Berg,29-08-2004,United States,Softball,2004,29,0,1,0,1
Leah O'Brien-Amico,29-08-2004,United States,Softball,2004,29,0,1,0,1
Mariya Kiselyova,29-08-2004,Russia,Synchronized Swimming,2004,29,0,1,0,1
Olga Novokshchenova,29-08-2004,Russia,Synchronized Swimming,2004,29,0,1,0,1
Tamás Molnár,29-08-2004,Hungary,Waterpolo,2004,29,0,1,0,1
Tamás Varga,29-08-2004,Hungary,Waterpolo,2004,29,0,1,0,1
Zhang Guozheng,29-08-2004,China,Weightlifting,2004,29,0,1,0,1
Darren Campbell,29-08-2004,Great Britain,Athletics,2004,30,0,1,0,1
Yuriy Bilonoh,29-08-2004,Ukraine,Athletics,2004,30,0,1,0,1
Ariel Pestano,29-08-2004,Cuba,Baseball,2004,30,0,1,0,1
Carlos Tabares,29-08-2004,Cuba,Baseball,2004,30,0,1,0,1
Roger Machado,29-08-2004,Cuba,Baseball,2004,30,0,1,0,1
Rubén Wolkowyski,29-08-2004,Argentina,Basketball,2004,30,0,1,0,1
Katie Smith,29-08-2004,United States,Basketball,2004,30,0,1,0,1
Paolo Bettini,29-08-2004,Italy,Cycling,2004,30,0,1,0,1
Arnaud Boiteau,29-08-2004,France,Equestrian,2004,30,0,1,0,1
Gaël Touya,29-08-2004,France,Fencing,2004,30,0,1,0,1
Valentina Vezzali,29-08-2004,Italy,Fencing,2004,30,0,1,0,1
Kily González,29-08-2004,Argentina,Football,2004,30,0,1,0,1
Mark Hickman,29-08-2004,Australia,Hockey,2004,30,0,1,0,1
Heike Lätzsch,29-08-2004,Germany,Hockey,2004,30,0,1,0,1
Nadine Ernsting-Krienke,29-08-2004,Germany,Hockey,2004,30,0,1,0,1
Manuela Lutze,29-08-2004,Germany,Rowing,2004,30,0,1,0,1
Robert Sycz,29-08-2004,Poland,Rowing,2004,30,0,1,0,1
Tomasz Kucharski,29-08-2004,Poland,Rowing,2004,30,0,1,0,1
Igor Kravtsov,29-08-2004,Russia,Rowing,2004,30,0,1,0,1
Nikolay Spinev,29-08-2004,Russia,Rowing,2004,30,0,1,0,1
Jia Zhanbo,29-08-2004,China,Shooting,2004,30,0,1,0,1
Anderson,29-08-2004,Brazil,Volleyball,2004,30,0,1,0,1
Nalbert,29-08-2004,Brazil,Volleyball,2004,30,0,1,0,1
Martina Miceli,29-08-2004,Italy,Waterpolo,2004,30,0,1,0,1
Tim Mack,29-08-2004,United States,Athletics,2004,31,0,1,0,1
Eduardo Paret,29-08-2004,Cuba,Baseball,2004,31,0,1,0,1
Pedro Luis Lazo,29-08-2004,Cuba,Baseball,2004,31,0,1,0,1
Fabricio Oberto,29-08-2004,Argentina,Basketball,2004,31,0,1,0,1
Emanuel,29-08-2004,Brazil,Beach Volleyball,2004,31,0,1,0,1
Stuart O'Grady,29-08-2004,Australia,Cycling,2004,31,0,1,0,1
Gunn Rita Dahle-Flesjå,29-08-2004,Norway,Cycling,2004,31,0,1,0,1
Rodrigo Pessoa,29-08-2004,Brazil,Equestrian,2004,31,0,1,0,1
Hugues Obry,29-08-2004,France,Fencing,2004,31,0,1,0,1
Oksana Yermakova,29-08-2004,Russia,Fencing,2004,31,0,1,0,1
Roberto Ayala,29-08-2004,Argentina,Football,2004,31,0,1,0,1
Nikša Kaleb,29-08-2004,Croatia,Handball,2004,31,0,1,0,1
Thomas Ebert,29-08-2004,Denmark,Rowing,2004,31,0,1,0,1
Robert Scheidt,29-08-2004,Brazil,Sailing,2004,31,0,1,0,1
Aimilia Tsoulfa,29-08-2004,Greece,Sailing,2004,31,0,1,0,1
Suzy Balogh,29-08-2004,Australia,Shooting,2004,31,0,1,0,1
Yelena Azarova,29-08-2004,Russia,Synchronized Swimming,2004,31,0,1,0,1
Anna Dogonadze-Lilkendey,29-08-2004,Germany,Trampoline,2004,31,0,1,0,1
Melania Grego,29-08-2004,Italy,Waterpolo,2004,31,0,1,0,1
Halil Mutlu,29-08-2004,Turkey,Weightlifting,2004,31,0,1,0,1
Virgilijus Alekna,29-08-2004,Lithuania,Athletics,2004,32,0,1,0,1
Nataliya Sadova,29-08-2004,Russia,Athletics,2004,32,0,1,0,1
Alejandro Ariel Montecchia,29-08-2004,Argentina,Basketball,2004,32,0,1,0,1
Lisa Leslie,29-08-2004,United States,Basketball,2004,32,0,1,0,1
Gábor Horváth,29-08-2004,Hungary,Canoeing,2004,32,0,1,0,1
Elena Kaliská,29-08-2004,Slovakia,Canoeing,2004,32,0,1,0,1
Cédric Lyard,29-08-2004,France,Equestrian,2004,32,0,1,0,1
Briana Scurry,29-08-2004,United States,Football,2004,32,0,1,0,1
Mia Hamm,29-08-2004,United States,Football,2004,32,0,1,0,1
Slavko Goluža,29-08-2004,Croatia,Handball,2004,32,0,1,0,1
Denise Klecker,29-08-2004,Germany,Hockey,2004,32,0,1,0,1
Eskild Ebbesen,29-08-2004,Denmark,Rowing,2004,32,0,1,0,1
James Cracknell,29-08-2004,Great Britain,Rowing,2004,32,0,1,0,1
Angela Tamas-Alupei,29-08-2004,Romania,Rowing,2004,32,0,1,0,1
Tibor Benedek,29-08-2004,Hungary,Waterpolo,2004,32,0,1,0,1
Alexandra Araujo,29-08-2004,Italy,Waterpolo,2004,32,0,1,0,1
Francesca Conti,29-08-2004,Italy,Waterpolo,2004,32,0,1,0,1
Stefano Baldini,29-08-2004,Italy,Athletics,2004,33,0,1,0,1
Olga Kuzenkova,29-08-2004,Russia,Athletics,2004,33,0,1,0,1
Adiel Palma,29-08-2004,Cuba,Baseball,2004,33,0,1,0,1
Norge Luis Vera,29-08-2004,Cuba,Baseball,2004,33,0,1,0,1
Hugo Ariel Sconochini,29-08-2004,Argentina,Basketball,2004,33,0,1,0,1
Sheryl Swoopes,29-08-2004,United States,Basketball,2004,33,0,1,0,1
Mario Kindelán,29-08-2004,Cuba,Boxing,2004,33,0,1,0,1
Tyler Hamilton,29-08-2004,United States,Cycling,2004,33,0,1,0,1
Tímea Nagy,29-08-2004,Hungary,Fencing,2004,33,0,1,0,1
Julie Foudy,29-08-2004,United States,Football,2004,33,0,1,0,1
Kristine Lilly,29-08-2004,United States,Football,2004,33,0,1,0,1
Matthew Pinsent,29-08-2004,Great Britain,Rowing,2004,33,0,1,0,1
Constanta Pipota-Burcica,29-08-2004,Romania,Rowing,2004,33,0,1,0,1
Pete Cipollone,29-08-2004,United States,Rowing,2004,33,0,1,0,1
Lisa Fernandez,29-08-2004,United States,Softball,2004,33,0,1,0,1
Lori Harrigan,29-08-2004,United States,Softball,2004,33,0,1,0,1
Hamish Carter,29-08-2004,New Zealand,Triathlon,2004,33,0,1,0,1
Giovane,29-08-2004,Brazil,Volleyball,2004,33,0,1,0,1
Giusi Malato,29-08-2004,Italy,Waterpolo,2004,33,0,1,0,1
Beverly McDonald,29-08-2004,Jamaica,Athletics,2004,34,0,1,0,1
Dawn Staley,29-08-2004,United States,Basketball,2004,34,0,1,0,1
Yolanda Griffith,29-08-2004,United States,Basketball,2004,34,0,1,0,1
Jens Fiedler,29-08-2004,Germany,Cycling,2004,34,0,1,0,1
Valter Matoševic,29-08-2004,Croatia,Handball,2004,34,0,1,0,1
Kathrin Boron,29-08-2004,Germany,Rowing,2004,34,0,1,0,1
Manfred Kurzer,29-08-2004,Germany,Shooting,2004,34,0,1,0,1
Kate Allen,29-08-2004,Austria,Triathlon,2004,34,0,1,0,1
Carmela Allucci,29-08-2004,Italy,Waterpolo,2004,34,0,1,0,1
Vlado Šola,29-08-2004,Croatia,Handball,2004,35,0,1,0,1
Doina Ignat,29-08-2004,Romania,Rowing,2004,35,0,1,0,1
Hans-Peter Steinacher,29-08-2004,Austria,Sailing,2004,35,0,1,0,1
Robert Korzeniowski,29-08-2004,Poland,Athletics,2004,36,0,1,0,1
Anky van Grunsven,29-08-2004,Netherlands,Equestrian,2004,36,0,1,0,1
Brandi Chastain,29-08-2004,United States,Football,2004,36,0,1,0,1
Joy Fawcett,29-08-2004,United States,Football,2004,36,0,1,0,1
Shirley Robertson,29-08-2004,Great Britain,Sailing,2004,36,0,1,0,1
Maurício,29-08-2004,Brazil,Volleyball,2004,36,0,1,0,1
Antonio Scull,29-08-2004,Cuba,Baseball,2004,38,0,1,0,1
Lori-Ann Muenzer,29-08-2004,Canada,Cycling,2004,38,0,1,0,1
James Tomkins,29-08-2004,Australia,Rowing,2004,38,0,1,0,1
Roman Hagara,29-08-2004,Austria,Sailing,2004,38,0,1,0,1
Marcelo Ferreira,29-08-2004,Brazil,Sailing,2004,38,0,1,0,1
Peter Wylde,29-08-2004,United States,Equestrian,2004,39,0,1,0,1
Elisabeta Oleniuc-Lipa,29-08-2004,Romania,Rowing,2004,39,0,1,0,1
Diána Igaly,29-08-2004,Hungary,Shooting,2004,39,0,1,0,1
Beezie Madden,29-08-2004,United States,Equestrian,2004,40,0,1,0,1
Elena Georgescu,29-08-2004,Romania,Rowing,2004,40,0,1,0,1
Paul Foerster,29-08-2004,United States,Sailing,2004,40,0,1,0,1
Ahmed Al-Maktoum,29-08-2004,United Arab Emirates,Shooting,2004,40,0,1,0,1
Heike Kemmer,29-08-2004,Germany,Equestrian,2004,42,0,1,0,1
Ralf Schumann,29-08-2004,Germany,Shooting,2004,42,0,1,0,1
Wang Yifu,29-08-2004,China,Shooting,2004,43,0,1,0,1
Didier Courrèges,29-08-2004,France,Equestrian,2004,44,0,1,0,1
Hubertus Schmidt,29-08-2004,Germany,Equestrian,2004,44,0,1,0,1
Torben Grael,29-08-2004,Brazil,Sailing,2004,44,0,1,0,1
Andrea Benelli,29-08-2004,Italy,Shooting,2004,44,0,1,0,1
Martin Schaudt,29-08-2004,Germany,Equestrian,2004,45,0,1,0,1
Kevin Burnham,29-08-2004,United States,Sailing,2004,47,0,1,0,1
Jean Teulère,29-08-2004,France,Equestrian,2004,50,0,1,0,1
Meghan Agosta,26-02-2006,Canada,Ice Hockey,2006,18,0,1,0,1
Byeon Cheon-Sa,26-02-2006,South Korea,Short-Track Speed Skating,2006,18,0,1,0,1
Gang Yun-Mi,26-02-2006,South Korea,Short-Track Speed Skating,2006,18,0,1,0,1
Hannah Teter,26-02-2006,United States,Snowboarding,2006,19,0,1,0,1
Shaun White,26-02-2006,United States,Snowboarding,2006,19,0,1,0,1
Sarah Vaillancourt,26-02-2006,Canada,Ice Hockey,2006,20,0,1,0,1
Julia Mancuso,26-02-2006,United States,Alpine Skiing,2006,21,0,1,0,1
Ted Ligety,26-02-2006,United States,Alpine Skiing,2006,21,0,1,0,1
Martin Putze,26-02-2006,Germany,Bobsleigh,2006,21,0,1,0,1
Dale Begg-Smith,26-02-2006,Australia,Freestyle Skiing,2006,21,0,1,0,1
Matteo Anesi,26-02-2006,Italy,Speed Skating,2006,21,0,1,0,1
Michael Rösch,26-02-2006,Germany,Biathlon,2006,22,0,1,0,1
Chandra Crawford,26-02-2006,Canada,Cross Country Skiing,2006,22,0,1,0,1
Jennifer Heil,26-02-2006,Canada,Freestyle Skiing,2006,22,0,1,0,1
Han Xiaopeng,26-02-2006,China,Freestyle Skiing,2006,22,0,1,0,1
Gillian Apps,26-02-2006,Canada,Ice Hockey,2006,22,0,1,0,1
Katie Weatherston,26-02-2006,Canada,Ice Hockey,2006,22,0,1,0,1
Jeon Da-Hye,26-02-2006,South Korea,Short-Track Speed Skating,2006,22,0,1,0,1
Seo Ho-Jin,26-02-2006,South Korea,Short-Track Speed Skating,2006,22,0,1,0,1
Song Seog-U,26-02-2006,South Korea,Short-Track Speed Skating,2006,22,0,1,0,1
Yevgeny Plyushchenko,26-02-2006,Russia,Figure Skating,2006,23,0,1,0,1
Carla MacLeod,26-02-2006,Canada,Ice Hockey,2006,23,0,1,0,1
Charlie Labonté,26-02-2006,Canada,Ice Hockey,2006,23,0,1,0,1
Henrik Lundqvist,26-02-2006,Sweden,Ice Hockey,2006,23,0,1,0,1
Wolfgang Linger,26-02-2006,Austria,Luge,2006,23,0,1,0,1
O Se-Jong,26-02-2006,South Korea,Short-Track Speed Skating,2006,23,0,1,0,1
Lina Andersson,26-02-2006,Sweden,Cross Country Skiing,2006,24,0,1,0,1
Mike Adam,26-02-2006,Canada,Curling,2006,24,0,1,0,1
Shizuka Arakawa,26-02-2006,Japan,Figure Skating,2006,24,0,1,0,1
Tatyana Totmyanina,26-02-2006,Russia,Figure Skating,2006,24,0,1,0,1
Cherie Piper,26-02-2006,Canada,Ice Hockey,2006,24,0,1,0,1
Gina Kingsbury,26-02-2006,Canada,Ice Hockey,2006,24,0,1,0,1
Andreas Linger,26-02-2006,Austria,Luge,2006,24,0,1,0,1
Martin Koch,26-02-2006,Austria,Ski Jumping,2006,24,0,1,0,1
Daniela Meuli,26-02-2006,Switzerland,Snowboarding,2006,24,0,1,0,1
Brad Gushue,26-02-2006,Canada,Curling,2006,25,0,1,0,1
Gillian Ferrari,26-02-2006,Canada,Ice Hockey,2006,25,0,1,0,1
Christian Bäckman,26-02-2006,Sweden,Ice Hockey,2006,25,0,1,0,1
Daniel Sedin,26-02-2006,Sweden,Ice Hockey,2006,25,0,1,0,1
Henrik Sedin,26-02-2006,Sweden,Ice Hockey,2006,25,0,1,0,1
Henrik Zetterberg,26-02-2006,Sweden,Ice Hockey,2006,25,0,1,0,1
Niklas Kronwall,26-02-2006,Sweden,Ice Hockey,2006,25,0,1,0,1
Stefan Liv,26-02-2006,Sweden,Ice Hockey,2006,25,0,1,0,1
Anna Bogaly-Titovets,26-02-2006,Russia,Biathlon,2006,26,0,1,0,1
Jamie Korab,26-02-2006,Canada,Curling,2006,26,0,1,0,1
Mark Nichols,26-02-2006,Canada,Curling,2006,26,0,1,0,1
Caroline Ouellette,26-02-2006,Canada,Ice Hockey,2006,26,0,1,0,1
Colleen Sostorics,26-02-2006,Canada,Ice Hockey,2006,26,0,1,0,1
Jennifer Botterill,26-02-2006,Canada,Ice Hockey,2006,26,0,1,0,1
Mika Hannula,26-02-2006,Sweden,Ice Hockey,2006,26,0,1,0,1
Mikael Tellqvist,26-02-2006,Sweden,Ice Hockey,2006,26,0,1,0,1
Michael Gruber,26-02-2006,Austria,Nordic Combined,2006,26,0,1,0,1
Philipp Schoch,26-02-2006,Switzerland,Snowboarding,2006,26,0,1,0,1
Olga Zaytseva,26-02-2006,Russia,Biathlon,2006,27,0,1,0,1
Anja Schneiderheinze,26-02-2006,Germany,Bobsleigh,2006,27,0,1,0,1
Hayley Wickenheiser,26-02-2006,Canada,Ice Hockey,2006,27,0,1,0,1
Kim St-Pierre,26-02-2006,Canada,Ice Hockey,2006,27,0,1,0,1
Maksim Marinin,26-02-2006,Russia,Figure Skating,2006,28,0,1,0,1
Jayna Hefford,26-02-2006,Canada,Ice Hockey,2006,28,0,1,0,1
Samuel Påhlsson,26-02-2006,Sweden,Ice Hockey,2006,28,0,1,0,1
Christoph Bieler,26-02-2006,Austria,Nordic Combined,2006,28,0,1,0,1
Mario Stecher,26-02-2006,Austria,Nordic Combined,2006,28,0,1,0,1
Lucille Opitz,26-02-2006,Germany,Speed Skating,2006,28,0,1,0,1
Antoine Dénériaz,26-02-2006,France,Alpine Skiing,2006,29,0,1,0,1
René Hoppe,26-02-2006,Germany,Bobsleigh,2006,29,0,1,0,1
Anna Dahlberg-Olsson,26-02-2006,Sweden,Cross Country Skiing,2006,29,0,1,0,1
Roman Kostomarov,26-02-2006,Russia,Figure Skating,2006,29,0,1,0,1
